Time (UTCG),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
19480.00,-3679.638281,1051.647849,5861.25404,-6.419271,-0.658135,-3.911871
19490.00,-3743.537762,1045.022936,5821.842671,-6.376191,-0.670287,-3.979676
19500.00,-3807.003275,1038.277191,5781.756354,-6.332372,-0.682362,-4.047019
19510.00,-3870.027463,1031.411396,5740.999736,-6.287819,-0.694358,-4.113894
19520.00,-3932.603019,1024.426343,5699.577543,-6.242537,-0.706273,-4.180291
19530.00,-3994.722689,1017.32284,5657.494576,-6.196531,-0.718107,-4.246204
19540.00,-4056.379272,1010.101708,5614.755715,-6.149807,-0.729858,-4.311624
19550.00,-4117.565621,1002.763782,5571.365915,-6.10237,-0.741525,-4.376545
19560.00,-4178.274643,995.30991,5527.330205,-6.054225,-0.753105,-4.440958
19570.00,-4238.499299,987.740955,5482.653691,-6.005379,-0.764599,-4.504857
19580.00,-4298.23261,980.05779,5437.341553,-5.955836,-0.776004,-4.568233
19590.00,-4357.467649,972.261305,5391.399043,-5.905604,-0.78732,-4.631079
19600.00,-4416.197551,964.352401,5344.831488,-5.854686,-0.798545,-4.693389
19610.00,-4474.415507,956.331991,5297.644287,-5.80309,-0.809677,-4.755154
19620.00,-4532.114768,948.201003,5249.842911,-5.750821,-0.820716,-4.816368
19630.00,-4589.288645,939.960378,5201.4329,-5.697885,-0.831659,-4.877024
19640.00,-4645.930511,931.611068,5152.419869,-5.644289,-0.842507,-4.937115
19650.00,-4702.0338,923.154038,5102.809497,-5.590039,-0.853257,-4.996633
19660.00,-4757.592007,914.590265,5052.607538,-5.535141,-0.863909,-5.055571
19670.00,-4812.598693,905.920741,5001.819812,-5.4796,-0.874461,-5.113924
19680.00,-4867.04748,897.146467,4950.452206,-5.423425,-0.884911,-5.171684
19690.00,-4920.932058,888.268457,4898.510675,-5.366621,-0.895259,-5.228844
19700.00,-4974.246178,879.287738,4846.001242,-5.309195,-0.905504,-5.285398
19710.00,-5026.983661,870.205349,4792.929994,-5.251153,-0.915644,-5.341339
19720.00,-5079.138393,861.022339,4739.303083,-5.192503,-0.925679,-5.396661
19730.00,-5130.704329,851.73977,4685.126728,-5.133251,-0.935606,-5.451357
19740.00,-5181.67549,842.358715,4630.407208,-5.073404,-0.945425,-5.505422
19750.00,-5232.045968,832.880258,4575.150868,-5.012968,-0.955135,-5.558848
19760.00,-5281.809924,823.305496,4519.364113,-4.951952,-0.964734,-5.611629
19770.00,-5330.961588,813.635536,4463.053412,-4.890361,-0.974222,-5.66376
19780.00,-5379.495264,803.871495,4406.225292,-4.828203,-0.983597,-5.715235
19790.00,-5427.405324,794.014502,4348.886343,-4.765486,-0.992859,-5.766047
19800.00,-5474.686215,784.065697,4291.04321,-4.702217,-1.002005,-5.81619
19810.00,-5521.332456,774.026229,4232.702601,-4.638402,-1.011036,-5.865659
19820.00,-5567.338639,763.897261,4173.871279,-4.574049,-1.01995,-5.914448
19830.00,-5612.699431,753.679962,4114.556065,-4.509167,-1.028746,-5.962551
19840.00,-5657.409574,743.375515,4054.763834,-4.443761,-1.037423,-6.009963
19850.00,-5701.463885,732.985109,3994.50152,-4.377841,-1.04598,-6.056679
19860.00,-5744.857257,722.509948,3933.776108,-4.311413,-1.054417,-6.102692
19870.00,-5787.584659,711.951241,3872.594639,-4.244485,-1.062731,-6.147997
19880.00,-5829.641139,701.310209,3810.964206,-4.177065,-1.070922,-6.19259
19890.00,-5871.021821,690.588083,3748.891953,-4.109161,-1.07899,-6.236465
19900.00,-5911.721908,679.786102,3686.385078,-4.04078,-1.086933,-6.279617
19910.00,-5951.736682,668.905515,3623.450826,-3.971931,-1.09475,-6.322041
19920.00,-5991.061504,657.947581,3560.096493,-3.902622,-1.102441,-6.363732
19930.00,-6029.691815,646.913565,3496.329426,-3.83286,-1.110004,-6.404685
19940.00,-6067.623138,635.804744,3432.157016,-3.762654,-1.117439,-6.444896
19950.00,-6104.851075,624.622402,3367.586703,-3.692012,-1.124745,-6.484359
19960.00,-6141.371311,613.367831,3302.625973,-3.620942,-1.13192,-6.523071
19970.00,-6177.179612,602.042334,3237.282358,-3.549452,-1.138965,-6.561027
19980.00,-6212.271827,590.647219,3171.563432,-3.47755,-1.145878,-6.598222
19990.00,-6246.643889,579.183804,3105.476815,-3.405246,-1.152659,-6.634651
20000.00,-6280.291811,567.653414,3039.030169,-3.332546,-1.159306,-6.670312
20010.00,-6313.211695,556.057382,2972.231197,-3.259461,-1.165819,-6.7052
20020.00,-6345.399723,544.39705,2905.087642,-3.185997,-1.172198,-6.73931
20030.00,-6376.852164,532.673764,2837.60729,-3.112164,-1.178441,-6.772638
20040.00,-6407.565373,520.888881,2769.797964,-3.037971,-1.184548,-6.805182
20050.00,-6437.535789,509.043763,2701.667525,-2.963425,-1.190517,-6.836936
20060.00,-6466.759937,497.139779,2633.223871,-2.888536,-1.19635,-6.867898
20070.00,-6495.23443,485.178306,2564.474938,-2.813312,-1.202043,-6.898064
20080.00,-6522.955967,473.160727,2495.428695,-2.737761,-1.207598,-6.92743
20090.00,-6549.921335,461.08843,2426.093149,-2.661894,-1.213013,-6.955993
20100.00,-6576.127407,448.962813,2356.476336,-2.585717,-1.218288,-6.98375
20110.00,-6601.571145,436.785276,2286.586328,-2.509241,-1.223423,-7.010696
20120.00,-6626.249601,424.557228,2216.431228,-2.432475,-1.228415,-7.036831
20130.00,-6650.159913,412.280083,2146.019168,-2.355426,-1.233266,-7.062149
20140.00,-6673.299309,399.955259,2075.358313,-2.278104,-1.237974,-7.086648
20150.00,-6695.665107,387.584182,2004.456853,-2.200518,-1.242539,-7.110326
20160.00,-6717.254714,375.168283,1933.32301,-2.122677,-1.24696,-7.13318
20170.00,-6738.065629,362.708996,1861.965029,-2.04459,-1.251237,-7.155206
20180.00,-6758.095437,350.207762,1790.391183,-1.966265,-1.25537,-7.176403
20190.00,-6777.341817,337.666027,1718.609771,-1.887713,-1.259357,-7.196769
20200.00,-6795.802539,325.08524,1646.629114,-1.808942,-1.263199,-7.216299
20210.00,-6813.475462,312.466856,1574.457557,-1.729962,-1.266895,-7.234993
20220.00,-6830.358537,299.812334,1502.103467,-1.650781,-1.270444,-7.252849
20230.00,-6846.449807,287.123138,1429.575233,-1.571408,-1.273846,-7.269863
20240.00,-6861.747407,274.400733,1356.881263,-1.491853,-1.277101,-7.286035
20250.00,-6876.249564,261.646592,1284.029984,-1.412126,-1.280209,-7.301362
20260.00,-6889.954596,248.862188,1211.029843,-1.332235,-1.283168,-7.315843
20270.00,-6902.860914,236.049,1137.889303,-1.252189,-1.285979,-7.329475
20280.00,-6914.967024,223.20851,1064.616844,-1.171998,-1.288641,-7.342257
20290.00,-6926.27152,210.342201,991.220959,-1.091671,-1.291155,-7.354189
20300.00,-6936.773093,197.451561,917.710158,-1.011218,-1.293519,-7.365268
20310.00,-6946.470526,184.538082,844.092964,-0.930647,-1.295733,-7.375493
20320.00,-6955.362693,171.603255,770.377911,-0.849969,-1.297798,-7.384863
20330.00,-6963.448566,158.648577,696.573545,-0.769192,-1.299712,-7.393376
20340.00,-6970.727205,145.675545,622.688422,-0.688326,-1.301477,-7.401033
20350.00,-6977.197767,132.685659,548.731109,-0.60738,-1.303091,-7.407831
20360.00,-6982.859503,119.680421,474.71018,-0.526363,-1.304554,-7.413771
20370.00,-6987.711756,106.661334,400.634216,-0.445286,-1.305866,-7.418851
20380.00,-6991.753963,93.629904,326.511804,-0.364157,-1.307028,-7.423071
20390.00,-6994.985656,80.587638,252.351539,-0.282986,-1.308038,-7.426431
20400.00,-6997.406461,67.536044,178.162018,-0.201782,-1.308897,-7.428929
20410.00,-6999.016096,54.47663,103.951842,-0.120555,-1.309605,-7.430567
20420.00,-6999.814375,41.410906,29.729615,-0.039313,-1.310161,-7.431343
20430.00,-6999.801206,28.340383,-44.49606,0.041933,-1.310566,-7.431257
20440.00,-6998.97659,15.266573,-118.716575,0.123174,-1.310819,-7.43031
20450.00,-6997.340623,2.190986,-192.923328,0.2044,-1.310921,-7.428501
20460.00,-6994.893494,-10.884865,-267.107714,0.285603,-1.310871,-7.425831
20470.00,-6991.635487,-23.959468,-341.261133,0.366773,-1.31067,-7.4223
20480.00,-6987.56698,-37.031312,-415.374989,0.447901,-1.310317,-7.417909
20490.00,-6982.688445,-50.098886,-489.440688,0.528976,-1.309812,-7.412658
20500.00,-6977.000446,-63.160678,-563.449645,0.60999,-1.309156,-7.406547
20510.00,-6970.503644,-76.215179,-637.39328,0.690934,-1.308349,-7.399578
20520.00,-6963.198792,-89.260878,-711.263018,0.771797,-1.30739,-7.391751
20530.00,-6955.086736,-102.296269,-785.050298,0.852571,-1.306281,-7.383067
20540.00,-6946.168417,-115.319842,-858.746563,0.933246,-1.30502,-7.373527
20550.00,-6936.444868,-128.330094,-932.343271,1.013813,-1.303609,-7.363132
20560.00,-6925.917218,-141.325519,-1005.831889,1.094262,-1.302046,-7.351883
20570.00,-6914.586686,-154.304615,-1079.203897,1.174585,-1.300333,-7.339782
20580.00,-6902.454585,-167.265881,-1152.450789,1.254771,-1.29847,-7.32683
20590.00,-6889.522323,-180.207819,-1225.564073,1.334812,-1.296457,-7.313029
20600.00,-6875.791399,-193.128932,-1298.535273,1.414698,-1.294293,-7.29838
20610.00,-6861.263404,-206.027726,-1371.355928,1.49442,-1.291981,-7.282885
20620.00,-6845.940022,-218.902711,-1444.017598,1.573969,-1.289518,-7.266546
20630.00,-6829.82303,-231.752397,-1516.511857,1.653336,-1.286907,-7.249364
20640.00,-6812.914296,-244.575298,-1588.830301,1.73251,-1.284147,-7.231341
20650.00,-6795.21578,-257.369933,-1660.964546,1.811484,-1.281238,-7.21248
20660.00,-6776.729534,-270.134821,-1732.906229,1.890248,-1.278181,-7.192783
20670.00,-6757.457702,-282.868487,-1804.64701,1.968793,-1.274977,-7.172253
20680.00,-6737.402516,-295.569458,-1876.178571,2.04711,-1.271625,-7.15089
20690.00,-6716.566303,-308.236267,-1947.492621,2.125189,-1.268126,-7.128699
20700.00,-6694.951477,-320.867448,-2018.58089,2.203022,-1.26448,-7.105681
20710.00,-6672.560544,-333.461541,-2089.435137,2.280599,-1.260688,-7.08184
20720.00,-6649.3961,-346.01709,-2160.047148,2.357912,-1.256751,-7.057177
20730.00,-6625.46083,-358.532643,-2230.408738,2.434952,-1.252668,-7.031696
20740.00,-6600.757509,-371.006753,-2300.511747,2.511709,-1.24844,-7.0054
20750.00,-6575.289001,-383.437977,-2370.34805,2.588176,-1.244068,-6.978292
20760.00,-6549.058257,-395.82488,-2439.909549,2.664342,-1.239552,-6.950375
20770.00,-6522.06832,-408.166027,-2509.18818,2.7402,-1.234893,-6.921652
20780.00,-6494.322317,-420.459993,-2578.175912,2.815739,-1.230091,-6.892127
20790.00,-6465.823466,-432.705355,-2646.864747,2.890953,-1.225146,-6.861802
20800.00,-6436.575069,-444.900699,-2715.24672,2.965831,-1.22006,-6.830682
20810.00,-6406.580518,-457.044613,-2783.313905,3.040365,-1.214834,-6.79877
20820.00,-6375.843289,-469.135694,-2851.05841,3.114547,-1.209466,-6.76607
20830.00,-6344.366946,-481.172544,-2918.472381,3.188368,-1.203959,-6.732586
20840.00,-6312.155138,-493.153771,-2985.548002,3.261819,-1.198312,-6.698321
20850.00,-6279.211598,-505.07799,-3052.277498,3.334893,-1.192527,-6.663279
20860.00,-6245.540147,-516.943822,-3118.653132,3.407579,-1.186604,-6.627465
20870.00,-6211.144687,-528.749895,-3184.667209,3.479871,-1.180544,-6.590883
20880.00,-6176.029205,-540.494843,-3250.312075,3.551759,-1.174347,-6.553536
20890.00,-6140.197772,-552.17731,-3315.580121,3.623235,-1.168015,-6.51543
20900.00,-6103.654542,-563.795944,-3380.463779,3.694292,-1.161547,-6.476568
20910.00,-6066.403752,-575.349401,-3444.955528,3.76492,-1.154946,-6.436956
20920.00,-6028.449719,-586.836347,-3509.047889,3.835111,-1.14821,-6.396597
20930.00,-5989.796843,-598.255452,-3572.733434,3.904859,-1.141342,-6.355497
20940.00,-5950.449606,-609.605397,-3636.004779,3.974153,-1.134342,-6.313659
20950.00,-5910.412568,-620.884868,-3698.854588,4.042987,-1.127211,-6.27109
20960.00,-5869.69037,-632.092563,-3761.275575,4.111352,-1.119949,-6.227794
20970.00,-5828.287735,-643.227184,-3823.260503,4.17924,-1.112558,-6.183776
20980.00,-5786.20946,-654.287445,-3884.802186,4.246644,-1.105039,-6.139041
20990.00,-5743.460424,-665.272067,-3945.89349,4.313556,-1.097391,-6.093594
21000.00,-5700.045583,-676.179779,-4006.527331,4.379967,-1.089617,-6.047441
21010.00,-5655.96997,-687.009321,-4066.696681,4.445871,-1.081717,-6.000586
21020.00,-5611.238693,-697.759439,-4126.394564,4.51126,-1.073691,-5.953036
21030.00,-5565.856939,-708.428892,-4185.614058,4.576125,-1.065542,-5.904796
21040.00,-5519.829968,-719.016446,-4244.348299,4.64046,-1.057269,-5.855871
21050.00,-5473.163116,-729.520875,-4302.590476,4.704257,-1.048874,-5.806268
21060.00,-5425.861792,-739.940967,-4360.333838,4.767509,-1.040357,-5.755991
21070.00,-5377.931481,-750.275515,-4417.57169,4.830208,-1.031721,-5.705047
21080.00,-5329.377739,-760.523325,-4474.297396,4.892347,-1.022965,-5.653441
21090.00,-5280.206193,-770.683212,-4530.504381,4.953919,-1.014091,-5.601181
21100.00,-5230.422544,-780.754002,-4586.186127,5.014917,-1.005099,-5.54827
21110.00,-5180.032564,-790.734529,-4641.33618,5.075333,-0.995992,-5.494717
21120.00,-5129.042094,-800.62364,-4695.948145,5.135161,-0.986769,-5.440526
21130.00,-5077.457045,-810.420191,-4750.015692,5.194394,-0.977432,-5.385705
21140.00,-5025.283396,-820.123049,-4803.532551,5.253025,-0.967982,-5.330259
21150.00,-4972.527197,-829.731094,-4856.492519,5.311046,-0.95842,-5.274195
21160.00,-4919.194562,-839.243213,-4908.889456,5.368452,-0.948748,-5.21752
21170.00,-4865.291675,-848.658306,-4960.717287,5.425236,-0.938965,-5.16024
21180.00,-4810.824783,-857.975286,-5011.970003,5.48139,-0.929074,-5.102362
21190.00,-4755.800202,-867.193075,-5062.641663,5.53691,-0.919076,-5.043892
21200.00,-4700.22431,-876.310606,-5112.726392,5.591787,-0.908971,-4.984838
21210.00,-4644.103549,-885.326826,-5162.218384,5.646016,-0.898762,-4.925205
21220.00,-4587.444425,-894.240693,-5211.1119,5.699591,-0.888448,-4.865002
21230.00,-4530.253506,-903.051174,-5259.401273,5.752505,-0.878031,-4.804235
21240.00,-4472.537423,-911.757253,-5307.080903,5.804752,-0.867514,-4.74291
21250.00,-4414.302865,-920.357921,-5354.145265,5.856326,-0.856895,-4.681036
21260.00,-4355.556584,-928.852185,-5400.5889,5.907221,-0.846178,-4.618619
21270.00,-4296.30539,-937.239062,-5446.406424,5.957432,-0.835363,-4.555666
21280.00,-4236.556151,-945.517583,-5491.592526,6.006952,-0.824451,-4.492186
21290.00,-4176.315795,-953.68679,-5536.141968,6.055775,-0.813444,-4.428185
21300.00,-4115.591303,-961.745738,-5580.049584,6.103897,-0.802343,-4.36367
21310.00,-4054.389716,-969.693497,-5623.310284,6.15131,-0.791149,-4.298649
21320.00,-3992.718129,-977.529146,-5665.919053,6.198011,-0.779863,-4.23313
21330.00,-3930.58369,-985.25178,-5707.87095,6.243994,-0.768488,-4.16712
21340.00,-3867.993603,-992.860505,-5749.161113,6.289252,-0.757023,-4.100627
21350.00,-3804.955123,-1000.354442,-5789.784754,6.333781,-0.745471,-4.033659
21360.00,-3741.475559,-1007.732725,-5829.737164,6.377577,-0.733833,-3.966223
21370.00,-3677.562268,-1014.9945,-5869.01371,6.420632,-0.72211,-3.898328
21380.00,-3613.22266,-1022.138927,-5907.60984,6.462944,-0.710304,-3.82998
21390.00,-3548.464193,-1029.165181,-5945.521079,6.504506,-0.698415,-3.761188
21400.00,-3483.294376,-1036.072448,-5982.743031,6.545314,-0.686445,-3.69196
21410.00,-3417.720761,-1042.85993,-6019.271382,6.585364,-0.674397,-3.622305
21420.00,-3351.750952,-1049.526843,-6055.101895,6.62465,-0.66227,-3.552229
21430.00,-3285.392594,-1056.072415,-6090.230419,6.663168,-0.650066,-3.481741
21440.00,-3218.653382,-1062.495889,-6124.652879,6.700914,-0.637788,-3.41085
21450.00,-3151.541052,-1068.796523,-6158.365285,6.737883,-0.625435,-3.339563
21460.00,-3084.063383,-1074.973588,-6191.36373,6.774071,-0.613011,-3.26789
21470.00,-3016.228199,-1081.02637,-6223.644386,6.809473,-0.600515,-3.195837
21480.00,-2948.043362,-1086.954168,-6255.203512,6.844087,-0.58795,-3.123414
21490.00,-2879.516777,-1092.756298,-6286.037449,6.877906,-0.575317,-3.050629
21500.00,-2810.656388,-1098.432088,-6316.142622,6.910929,-0.562618,-2.97749
21510.00,-2741.470178,-1103.980882,-6345.515541,6.94315,-0.549853,-2.904005
21520.00,-2671.966166,-1109.402039,-6374.1528,6.974567,-0.537025,-2.830185
21530.00,-2602.152411,-1114.69493,-6402.051081,7.005175,-0.524135,-2.756036
21540.00,-2532.037005,-1119.858946,-6429.207148,7.03497,-0.511184,-2.681567
21550.00,-2461.628076,-1124.893487,-6455.617853,7.063951,-0.498174,-2.606788
21560.00,-2390.933787,-1129.797972,-6481.280134,7.092112,-0.485106,-2.531706
21570.00,-2319.962332,-1134.571834,-6506.191016,7.119451,-0.471983,-2.456331
21580.00,-2248.721939,-1139.214521,-6530.347611,7.145965,-0.458804,-2.380672
21590.00,-2177.220867,-1143.725496,-6553.747118,7.171651,-0.445573,-2.304736
21600.00,-2105.467404,-1148.104236,-6576.386825,7.196505,-0.43229,-2.228533
21610.00,-2033.469868,-1152.350237,-6598.264107,7.220525,-0.418957,-2.152071
21620.00,-1961.236605,-1156.463006,-6619.376428,7.243708,-0.405576,-2.07536
21630.00,-1888.77599,-1160.442068,-6639.72134,7.266051,-0.392148,-1.998409
21640.00,-1816.096421,-1164.286963,-6659.296484,7.287552,-0.378674,-1.921226
21650.00,-1743.206325,-1167.997247,-6678.099591,7.308208,-0.365157,-1.84382
21660.00,-1670.11415,-1171.572489,-6696.128481,7.328017,-0.351597,-1.7662
21670.00,-1596.828371,-1175.012277,-6713.381063,7.346977,-0.337997,-1.688376
21680.00,-1523.357483,-1178.316213,-6729.855339,7.365084,-0.324358,-1.610356
21690.00,-1449.710003,-1181.483915,-6745.549397,7.382338,-0.310681,-1.532149
21700.00,-1375.894468,-1184.515016,-6760.461419,7.398736,-0.296968,-1.453764
21710.00,-1301.919435,-1187.409165,-6774.589675,7.414277,-0.283221,-1.375211
21720.00,-1227.79348,-1190.166029,-6787.932527,7.428958,-0.269441,-1.296499
21730.00,-1153.525197,-1192.785288,-6800.488429,7.442777,-0.25563,-1.217636
21740.00,-1079.123194,-1195.266639,-6812.255926,7.455734,-0.24179,-1.138632
21750.00,-1004.596096,-1197.609795,-6823.233652,7.467827,-0.227921,-1.059496
21760.00,-929.952543,-1199.814485,-6833.420335,7.479054,-0.214026,-0.980237
21770.00,-855.201188,-1201.880454,-6842.814794,7.489414,-0.200106,-0.900865
21780.00,-780.350696,-1203.807463,-6851.41594,7.498906,-0.186163,-0.821388
21790.00,-705.409745,-1205.59529,-6859.222776,7.507528,-0.172199,-0.741816
21800.00,-630.387022,-1207.243727,-6866.234396,7.51528,-0.158215,-0.662158
21810.00,-555.291224,-1208.752583,-6872.449989,7.522161,-0.144212,-0.582423
21820.00,-480.131056,-1210.121684,-6877.868833,7.52817,-0.130193,-0.502621
21830.00,-404.915231,-1211.350872,-6882.490299,7.533306,-0.116158,-0.42276
21840.00,-329.652469,-1212.440005,-6886.313853,7.537569,-0.102111,-0.34285
21850.00,-254.351494,-1213.388955,-6889.339051,7.540958,-0.088051,-0.262901
21860.00,-179.021036,-1214.197614,-6891.565542,7.543473,-0.073981,-0.182921
21870.00,-103.669826,-1214.865888,-6892.993068,7.545114,-0.059903,-0.10292
21880.00,-28.306601,-1215.3937,-6893.621464,7.545879,-0.045817,-0.022907
21890.00,47.059903,-1215.780987,-6893.450657,7.54577,-0.031727,0.057109
21900.00,122.42095,-1216.027707,-6892.480666,7.544787,-0.017632,0.137118
21910.00,197.767803,-1216.133828,-6890.711604,7.542929,-0.003536,0.217111
21920.00,273.091729,-1216.09934,-6888.143676,7.540196,0.010561,0.297079
21930.00,348.383994,-1215.924247,-6884.77718,7.536589,0.024656,0.377012
21940.00,423.635871,-1215.608567,-6880.612506,7.532109,0.038749,0.456902
21950.00,498.838636,-1215.152339,-6875.650137,7.526755,0.052838,0.536739
21960.00,573.983572,-1214.555613,-6869.890648,7.520529,0.06692,0.616514
21970.00,649.061967,-1213.81846,-6863.334708,7.513431,0.080994,0.696217
